Temperatura_Max,Temperatura_Min,Umidade_Max,Ventania,Precipitacao,Nuvem,Pressao
31.7,13.0,68.1,6.4,0.0,1.0,1016.8
31.7,13.0,66.4,6.0,0.0,1.0,1017.4
31.7,13.0,69.5,5.4,0.0,0.0,1017.6
31.7,13.0,68.9,5.4,0.0,0.0,1017.3
31.7,13.0,72.6,5.3,0.0,0.0,1016.8
31.7,13.0,77.5,5.0,0.0,0.0,1016.3
31.7,13.0,80.8,5.7,0.0,0.0,1015.9
31.7,13.0,83.6,6.3,0.0,0.0,1015.7
31.7,13.0,84.9,7.0,0.0,0.0,1016.1
31.7,13.0,84.5,7.5,0.0,0.0,1016.8
31.7,13.1,80.1,8.0,0.0,0.0,1017.6
31.7,13.3,65.8,8.5,0.0,0.0,1018.3
31.7,13.3,54.2,8.9,0.0,0.0,1018.5
31.7,13.3,42.0,8.9,0.0,0.0,1017.9
31.7,13.3,29.2,8.4,0.0,0.0,1017.3
31.7,13.3,22.3,7.5,0.0,0.0,1016.3
32.4,13.3,19.6,7.1,0.0,0.0,1015.1
32.5,13.2,19.5,6.2,0.0,0.0,1014.1
32.6,13.2,24.5,6.4,0.0,0.0,1013.3
32.6,13.2,43.8,8.6,0.0,0.0,1013.1
32.6,13.2,51.7,10.4,0.0,0.0,1013.5
32.6,13.2,56.5,10.4,0.0,0.0,1014.0
32.6,13.2,59.6,10.0,0.0,0.0,1015.1
32.6,13.2,64.3,8.0,0.0,0.0,1015.7
32.6,13.2,55.7,11.6,0.0,0.0,1016.1
32.6,13.2,49.2,13.2,0.0,0.0,1016.2
32.6,13.2,49.8,13.2,0.0,0.0,1016.2
32.6,13.2,52.3,12.5,0.0,0.0,1016.3
32.6,13.2,55.6,10.0,0.0,0.0,1015.5
32.6,13.2,60.7,8.2,0.0,0.0,1014.9
32.6,13.2,66.0,7.6,0.0,0.0,1014.4
32.6,13.2,70.3,8.5,0.0,0.0,1014.0
32.6,13.2,73.0,8.7,0.0,0.0,1014.2
32.5,13.2,73.2,9.2,0.0,0.0,1014.8
32.5,13.4,68.3,9.4,0.0,0.0,1015.4
32.5,13.4,55.4,9.4,0.0,0.0,1015.9
32.5,13.4,48.1,9.3,0.0,0.0,1016.9
32.5,13.4,51.1,9.3,0.0,0.0,1017.0
32.5,13.4,54.3,9.0,0.0,0.0,1017.2
32.5,13.4,57.6,10.0,0.0,0.0,1017.4
32.5,13.4,61.0,10.3,0.0,3.0,1017.0
32.5,13.5,64.6,10.9,0.0,5.0,1016.7
31.8,13.6,68.4,11.6,0.0,7.0,1016.3
29.1,13.7,75.0,11.6,0.0,7.0,1017.1
26.0,13.8,82.3,10.7,0.0,8.0,1017.9
24.9,13.8,90.5,10.1,0.0,8.0,1018.7
24.9,13.8,89.7,10.1,0.0,8.0,1019.5
24.9,13.8,88.8,10.1,0.0,8.0,1020.3
24.9,13.8,87.9,10.2,0.0,8.0,1021.1
24.9,13.8,88.9,10.4,0.0,8.0,1021.1
24.9,13.8,89.9,10.5,0.0,8.0,1021.0
24.9,13.8,91.0,10.7,0.0,8.0,1021.0
24.9,13.8,90.4,10.7,0.0,8.0,1020.6
24.9,13.8,89.9,10.3,0.0,8.0,1020.3
24.9,13.7,89.3,9.9,0.0,8.0,1020.0
24.9,13.7,89.8,9.5,0.0,8.0,1020.1
25.0,13.6,90.3,9.2,0.0,8.0,1020.2
25.0,13.6,90.8,8.9,0.0,8.0,1020.4
25.0,13.6,88.0,8.6,0.0,8.0,1020.9
25.0,13.6,85.3,8.1,0.0,8.0,1021.4
25.0,13.6,82.7,7.7,0.0,8.0,1021.9
25.0,13.6,77.4,7.7,0.0,8.0,1021.3
25.0,13.6,72.5,7.1,0.0,8.0,1020.6
25.0,13.6,68.0,6.8,0.0,8.0,1019.9
24.3,13.6,69.7,6.9,0.0,8.0,1019.2
23.6,13.7,71.5,7.3,0.0,8.0,1018.5
22.9,13.8,73.4,7.8,0.0,8.0,1017.8
20.8,13.8,78.7,7.8,0.0,8.0,1018.2
19.8,13.8,84.4,7.5,0.0,8.0,1018.6
19.8,13.8,90.6,7.6,0.0,8.0,1019.0
19.8,13.8,92.8,7.6,0.0,8.0,1019.3
19.8,13.8,95.2,7.4,0.0,8.0,1019.6
19.8,13.8,97.6,7.2,0.0,8.0,1020.0
19.8,13.8,97.0,7.0,0.0,8.0,1019.8
19.8,13.8,97.5,6.9,0.0,8.0,1019.6
19.8,13.8,96.4,6.8,0.0,8.0,1019.4
19.8,13.8,95.9,6.7,0.0,8.0,1018.8
19.8,13.8,95.8,6.2,0.0,8.0,1018.2
19.8,13.8,95.7,5.8,0.0,8.0,1017.6
19.8,13.8,96.1,5.9,0.0,8.0,1017.9
19.8,13.8,96.9,6.3,0.0,8.0,1018.2
19.7,13.8,98.4,6.6,0.0,8.0,1018.6
19.7,14.4,90.6,6.6,0.0,6.0,1019.0
19.7,14.5,84.7,5.8,0.0,3.0,1019.5
19.7,14.5,79.3,5.3,0.0,1.0,1020.0
22.4,14.5,69.0,4.9,0.0,0.0,1019.1
25.2,14.4,60.2,3.8,0.0,0.0,1018.3
28.0,14.3,52.8,2.3,0.0,0.0,1017.5
29.2,14.1,46.8,3.1,0.0,1.0,1016.4
30.4,14.1,41.6,3.9,0.0,2.0,1015.2
31.7,14.0,36.9,4.5,0.0,3.0,1014.1
31.8,14.0,46.1,4.7,0.0,3.0,1014.5
31.8,14.0,57.7,5.0,0.0,2.0,1015.0
31.8,14.0,72.6,5.5,0.0,2.0,1015.4
31.8,14.0,78.3,5.5,0.0,2.0,1016.2
31.8,14.0,84.7,4.6,0.0,1.0,1017.1
31.8,14.0,91.6,3.8,0.0,0.0,1018.0
31.7,14.2,92.0,4.2,0.0,1.0,1018.1
31.7,14.5,92.4,5.3,0.0,1.0,1018.2
31.7,14.6,92.7,6.3,0.0,1.0,1018.3
31.7,14.6,92.5,6.3,0.0,1.0,1018.0
31.7,14.6,92.2,6.0,0.0,0.0,1017.7
31.7,14.6,92.0,5.8,0.0,0.0,1017.4
31.7,14.6,91.7,5.5,0.0,0.0,1017.8
31.7,14.6,91.4,5.4,0.0,0.0,1018.3
31.7,14.6,91.1,5.4,0.0,0.0,1018.8
31.7,14.9,79.2,5.3,0.0,0.0,1019.3
31.7,14.9,69.1,5.0,0.0,0.0,1019.7
31.7,14.9,60.5,4.7,0.0,0.0,1020.2
31.7,14.9,44.9,3.6,0.0,0.0,1019.4
31.7,14.9,33.3,1.9,0.0,0.0,1018.5
33.4,14.9,24.8,0.8,0.0,0.0,1017.7
33.5,14.8,22.9,1.5,0.0,0.0,1016.9
33.7,14.8,21.2,2.5,0.0,0.0,1016.2
34.0,14.8,19.7,3.6,0.0,0.0,1015.5
34.1,14.8,27.1,4.3,0.0,0.0,1015.8
34.1,14.8,37.4,5.4,0.0,0.0,1016.1
34.1,14.8,51.5,6.5,0.0,0.0,1016.4
34.1,14.8,52.7,6.5,0.0,0.0,1016.9
34.1,14.8,53.9,6.0,0.0,0.0,1017.4
34.1,14.8,55.1,6.0,0.0,0.0,1017.9
34.1,14.8,55.5,6.2,0.0,0.0,1017.9
34.1,14.8,55.9,6.3,0.0,0.0,1018.0
34.1,14.8,56.3,6.5,0.0,0.0,1018.0
34.1,14.8,57.1,6.5,0.0,0.0,1017.7
34.1,14.8,57.9,6.2,0.0,0.0,1017.3
34.1,14.8,58.7,5.9,0.0,0.0,1016.9
34.1,14.8,60.8,5.5,0.0,0.0,1017.2
34.1,14.8,63.0,5.3,0.0,0.0,1017.5
34.0,14.8,65.2,5.0,0.0,0.0,1017.9
34.0,14.7,57.1,5.0,0.0,0.0,1018.3
34.0,14.7,50.1,5.3,0.0,0.0,1018.7
34.0,14.7,44.2,5.3,0.0,0.0,1019.2
34.0,14.7,37.3,5.3,0.0,0.0,1018.3
34.0,14.7,31.4,5.3,0.0,0.0,1017.5
34.0,14.7,26.5,5.0,0.0,0.0,1016.7
34.0,14.7,22.4,4.7,0.0,0.0,1015.8
34.0,14.7,18.9,4.4,0.0,0.0,1015.0
34.1,14.8,15.9,4.5,0.0,0.0,1014.1
34.1,14.8,19.2,4.5,0.0,0.0,1014.5
34.1,14.8,23.2,4.7,0.0,0.0,1014.9
34.1,14.8,28.1,5.2,0.0,0.0,1015.3
34.1,14.8,34.1,5.7,0.0,0.0,1015.6
34.1,14.8,41.6,6.1,0.0,0.0,1016.0
34.1,14.8,50.8,6.6,0.0,0.0,1016.5
34.1,14.8,52.5,6.6,0.0,0.0,1016.2
34.1,14.8,54.1,6.3,0.0,0.0,1016.0
34.1,14.8,55.9,6.0,0.0,0.0,1015.8
34.1,14.8,57.8,5.7,0.0,0.0,1015.6
34.1,14.8,59.8,5.4,0.0,0.0,1015.4
34.2,13.7,61.8,5.1,0.0,0.0,1015.2
34.2,13.7,56.2,5.0,0.0,0.0,1015.5
34.2,13.7,51.1,5.2,0.0,0.0,1015.8
34.2,13.7,46.6,5.4,0.0,0.0,1016.1
34.2,13.7,42.6,5.6,0.0,0.0,1016.4
34.2,13.7,39.0,5.8,0.0,0.0,1016.7
34.2,13.7,35.7,6.0,0.0,0.0,1017.0
34.2,13.7,30.1,6.0,0.0,0.0,1016.0
34.2,13.7,25.3,5.2,0.0,0.0,1014.9
34.2,13.7,21.3,4.5,0.0,0.0,1013.8
34.2,13.7,18.0,3.7,0.0,0.0,1012.8
34.2,13.7,15.2,2.9,0.0,0.0,1011.7
35.5,13.7,12.9,2.1,0.0,0.0,1010.6
35.5,13.7,17.2,2.1,0.0,0.0,1011.0
35.5,13.7,23.1,2.3,0.0,0.0,1011.3
32.0,13.3,42.9,7.3,0.0,0.0,1014.6
32.0,13.3,64.6,7.3,0.0,0.0,1015.2
32.0,13.3,74.6,7.2,0.0,0.0,1015.6
32.0,13.3,73.7,6.7,0.0,0.0,1016.3
32.0,13.3,72.3,6.3,0.0,1.0,1016.8
32.0,13.3,68.8,5.9,0.0,1.0,1017.4
32.0,13.3,70.4,5.1,0.0,0.0,1017.6
32.0,13.3,66.4,5.1,0.0,0.0,1017.4
32.0,13.3,69.1,4.9,0.0,0.0,1016.9
32.0,13.3,74.7,4.8,0.0,0.0,1016.3
32.0,13.3,79.2,5.5,0.0,0.0,1015.9
32.0,13.3,83.1,6.1,0.0,0.0,1015.7
32.0,13.3,85.1,6.8,0.0,0.0,1016.2
32.0,13.3,85.6,7.3,0.0,0.0,1016.8
31.9,13.4,82.6,7.7,0.0,0.0,1017.6
31.9,14.2,66.8,8.1,0.0,0.0,1018.3
31.9,14.2,54.0,8.6,0.0,0.0,1018.5
31.9,14.2,42.1,8.6,0.0,0.0,1018.0
31.9,14.2,29.0,7.8,0.0,0.0,1017.3
31.9,14.2,22.0,7.1,0.0,0.0,1016.3
32.5,14.2,19.5,6.7,0.0,0.0,1015.0
32.6,14.1,19.4,5.9,0.0,0.0,1014.1
32.7,14.1,24.0,6.3,0.0,0.0,1013.2
32.7,14.1,44.9,8.5,0.0,0.0,1013.1
32.7,14.1,51.5,10.4,0.0,0.0,1013.5
32.7,14.1,56.1,10.4,0.0,0.0,1014.1
32.7,14.1,62.0,9.5,0.0,0.0,1015.2
32.7,14.1,66.1,7.6,0.0,0.0,1015.7
32.7,14.1,61.0,10.7,0.0,0.0,1016.2
32.7,14.1,52.5,12.2,0.0,0.0,1016.3
32.7,14.1,52.2,12.2,0.0,0.0,1016.3
32.7,14.1,54.5,11.6,0.0,0.0,1016.4
32.7,14.1,57.4,9.4,0.0,0.0,1015.6
32.7,14.1,61.3,7.7,0.0,0.0,1014.9
32.7,14.1,65.9,7.3,0.0,0.0,1014.4
32.7,14.1,69.9,8.2,0.0,0.0,1014.1
32.7,14.1,72.3,8.6,0.0,0.0,1014.2
32.7,14.1,72.2,9.2,0.0,0.0,1014.8
32.7,14.2,69.4,9.2,0.0,0.0,1015.4
32.7,14.2,54.6,9.1,0.0,0.0,1016.0
32.7,14.2,47.2,9.1,0.0,0.0,1016.9
32.7,14.2,50.3,9.1,0.0,0.0,1017.1
32.7,14.2,53.6,8.8,0.0,0.0,1017.2
32.7,14.2,57.1,9.7,0.0,0.0,1017.3
32.7,14.2,60.5,10.1,0.0,3.0,1017.0
32.7,14.3,64.2,10.7,0.0,5.0,1016.6
32.0,14.4,68.1,11.5,0.0,7.0,1016.3
29.0,14.6,74.8,11.5,0.0,7.0,1017.1
26.2,14.6,82.4,10.5,0.0,8.0,1017.9
25.1,14.6,90.9,10.1,0.0,8.0,1018.7
25.1,14.6,89.9,10.1,0.0,8.0,1019.5
25.1,14.6,89.0,10.2,0.0,8.0,1020.3
25.1,14.6,88.1,10.3,0.0,8.0,1021.2
25.1,14.5,89.0,10.4,0.0,8.0,1021.1
25.1,14.2,89.9,10.6,0.0,8.0,1021.1
25.1,13.9,90.8,10.8,0.0,8.0,1021.0
25.1,13.9,90.2,10.8,0.0,8.0,1020.7
25.2,13.8,89.6,10.3,0.0,8.0,1020.3
25.2,13.8,89.0,9.9,0.0,8.0,1020.0
25.2,13.7,89.6,9.5,0.0,8.0,1020.1
25.2,13.7,90.1,9.1,0.0,8.0,1020.2
25.2,13.7,90.6,8.8,0.0,8.0,1020.4
25.2,13.7,87.5,8.5,0.0,8.0,1020.9
25.2,13.7,84.6,8.1,0.0,8.0,1021.4
25.2,13.7,81.8,7.7,0.0,8.0,1021.9
25.2,13.7,76.8,7.7,0.0,8.0,1021.3
25.2,13.7,72.1,7.0,0.0,8.0,1020.6
25.2,13.7,67.7,6.8,0.0,8.0,1020.0
24.4,13.7,69.3,6.9,0.0,8.0,1019.2
23.7,13.8,70.9,7.2,0.0,8.0,1018.5
23.0,13.9,72.5,7.6,0.0,7.0,1017.8
20.8,13.9,77.9,7.6,0.0,7.0,1018.2
19.8,13.9,83.7,7.5,0.0,8.0,1018.6
19.8,13.9,90.1,7.5,0.0,8.0,1019.0
19.8,13.9,92.6,7.5,0.0,8.0,1019.3
19.8,13.9,95.2,7.3,0.0,8.0,1019.7
19.8,13.9,97.8,7.2,0.0,8.0,1020.0
19.8,13.9,97.4,7.0,0.0,8.0,1019.8
19.8,13.9,97.0,6.8,0.0,8.0,1019.6
19.8,13.9,96.4,6.6,0.0,8.0,1019.5
19.8,13.9,96.3,6.4,0.0,8.0,1018.8
19.8,13.9,96.1,6.0,0.0,8.0,1018.2
19.8,13.9,96.0,5.5,0.0,8.0,1017.6
19.8,13.9,96.4,5.6,0.0,8.0,1017.9
19.8,13.9,96.8,5.8,0.0,8.0,1018.2
19.8,13.9,97.3,5.9,0.0,8.0,1018.6
19.8,14.5,90.4,5.9,0.0,5.0,1019.0
19.8,14.6,84.1,5.2,0.0,3.0,1019.5
19.8,14.6,78.3,4.7,0.0,0.0,1020.0
22.6,14.6,68.0,4.5,0.0,0.0,1019.1
25.4,14.5,59.2,3.3,0.0,0.0,1018.3
28.3,14.4,51.7,1.9,0.0,0.0,1017.5
29.4,14.2,46.3,2.7,0.0,1.0,1016.4
30.6,14.2,41.6,3.6,0.0,3.0,1015.2
31.8,14.1,37.3,4.3,0.0,4.0,1014.1
31.9,14.1,46.5,4.5,0.0,3.0,1014.5
31.9,14.1,58.0,4.9,0.0,3.0,1015.0
31.9,14.1,72.4,5.4,0.0,2.0,1015.4
31.9,14.1,78.8,5.4,0.0,2.0,1016.3
31.9,14.1,86.0,4.5,0.0,1.0,1017.2
31.9,14.1,93.9,3.7,0.0,0.0,1018.1
31.9,14.3,94.5,4.2,0.0,1.0,1018.2
31.8,14.5,95.1,5.1,0.0,1.0,1018.2
31.8,14.7,95.7,6.1,0.0,2.0,1018.3
31.8,14.7,94.8,6.1,0.0,1.0,1018.0
31.8,14.7,93.9,5.8,0.0,1.0,1017.7
31.8,14.7,93.1,5.6,0.0,1.0,1017.4
31.8,14.7,92.8,5.4,0.0,0.0,1017.9
31.8,14.7,92.4,5.3,0.0,0.0,1018.3
31.8,14.7,92.1,5.2,0.0,0.0,1018.8
31.8,15.7,79.1,5.2,0.0,0.0,1019.3
31.8,15.7,68.2,5.0,0.0,0.0,1019.8
31.8,15.7,59.0,4.8,0.0,0.0,1020.2
31.8,15.7,43.9,3.6,0.0,0.0,1019.4
31.8,15.7,32.7,1.9,0.0,0.0,1018.5
33.5,15.7,24.4,0.9,0.0,0.0,1017.7
33.6,15.6,22.7,1.5,0.0,0.0,1016.9
33.9,15.6,21.2,2.5,0.0,0.0,1016.2
34.1,15.6,19.7,3.4,0.0,0.0,1015.5
34.2,15.6,27.2,4.2,0.0,0.0,1015.8
34.2,15.6,37.3,5.3,0.0,0.0,1016.1
34.2,15.6,51.1,6.5,0.0,0.0,1016.5
34.2,15.6,53.2,6.5,0.0,0.0,1016.9
34.2,15.6,55.3,6.0,0.0,0.0,1017.4
34.2,15.6,57.7,6.0,0.0,0.0,1017.9
34.2,15.6,58.1,6.1,0.0,0.0,1018.0
34.2,15.6,58.5,6.2,0.0,0.0,1018.1
34.2,15.6,58.9,6.3,0.0,0.0,1018.1
34.2,15.6,59.0,6.3,0.0,0.0,1017.7
34.2,15.6,59.1,6.0,0.0,0.0,1017.3
34.2,15.6,59.2,5.7,0.0,0.0,1016.9
34.2,15.6,61.1,5.5,0.0,0.0,1017.2
34.2,15.6,63.1,5.2,0.0,0.0,1017.6
34.1,15.6,65.2,4.9,0.0,0.0,1017.9
34.1,16.1,56.6,5.0,0.0,0.0,1018.3
34.1,16.1,49.3,5.3,0.0,0.0,1018.8
34.1,16.1,43.1,5.6,0.0,0.0,1019.2
34.1,16.1,36.4,5.6,0.0,0.0,1018.3
34.1,16.1,30.7,5.3,0.0,0.0,1017.5
34.1,16.1,26.0,5.0,0.0,0.0,1016.7
34.1,16.1,21.9,4.6,0.0,0.0,1015.8
