Temperatura_Max,Temperatura_Min,Umidade_Max,Ventania,Precipitacao,Nuvem,Pressao
21.1,12.3,88.8,5.1,10.11,8.0,1021.6
21.1,12.4,85.9,4.7,10.36,8.0,1021.1
19.7,12.4,87.7,4.7,10.41,8.0,1020.5
18.3,12.5,89.4,4.6,10.45,8.0,1019.8
16.9,12.6,91.3,4.5,10.49,8.0,1019.1
16.1,12.6,93.7,5.1,10.21,8.0,1019.2
16.0,12.6,95.6,5.7,9.93,8.0,1019.4
16.0,12.6,98.9,6.4,9.65,8.0,1019.5
16.0,12.6,99.4,6.6,9.04,8.0,1019.7
16.0,12.6,99.4,6.9,8.42,8.0,1019.9
16.0,12.6,99.4,7.2,7.81,8.0,1020.2
16.0,12.6,99.6,7.2,6.99,8.0,1020.0
16.0,12.6,99.8,6.7,6.17,8.0,1019.7
16.0,12.6,99.9,6.3,5.35,8.0,1019.5
16.0,12.6,99.9,5.9,4.8,8.0,1018.9
16.0,12.6,100.0,5.6,4.25,8.0,1018.3
16.0,12.6,99.7,5.3,3.7,8.0,1017.8
16.0,12.6,99.2,5.0,3.34,7.0,1017.9
16.0,12.6,98.7,5.1,2.97,5.0,1018.1
15.9,12.6,97.8,5.2,2.61,4.0,1018.4
16.4,12.9,93.4,5.2,2.34,3.0,1019.0
17.9,13.2,89.3,4.7,2.07,2.0,1019.6
19.3,13.4,85.5,4.2,1.8,1.0,1020.1
20.8,13.6,82.4,3.5,1.55,1.0,1019.6
22.3,13.6,79.5,3.3,1.3,1.0,1019.1
23.8,13.5,76.8,3.2,1.04,0.0,1018.6
23.8,13.4,79.6,3.7,0.82,1.0,1017.9
23.8,13.4,82.6,4.1,0.6,2.0,1017.2
23.8,13.4,85.8,4.4,0.38,3.0,1016.5
23.8,13.4,88.4,4.4,0.25,3.0,1016.7
23.8,13.4,91.2,3.0,0.13,3.0,1016.9
23.8,13.5,94.0,1.9,0.0,3.0,1017.1
23.8,13.5,91.3,1.8,0.0,2.0,1017.2
23.8,13.7,87.9,2.1,0.0,1.0,1017.5
23.8,13.8,84.3,2.5,0.0,0.0,1017.8
23.8,13.9,80.0,2.9,0.0,0.0,1017.7
23.8,14.0,75.8,3.1,0.0,0.0,1017.6
23.8,14.0,71.8,3.3,0.0,0.0,1017.6
23.8,14.0,72.1,3.6,0.0,0.0,1017.2
23.8,14.0,72.3,3.8,0.0,0.0,1016.8
23.8,14.0,72.6,4.3,0.0,0.0,1016.4
23.8,14.1,73.0,4.5,0.0,0.0,1016.7
23.8,14.2,73.4,4.7,0.0,0.0,1016.9
23.7,14.3,73.3,5.0,0.0,0.0,1017.3
23.6,15.8,69.4,5.0,0.0,0.0,1018.0
23.6,16.5,65.7,4.9,0.0,0.0,1018.6
25.6,16.5,62.0,4.8,0.0,0.0,1019.2
27.6,16.4,51.0,4.7,0.0,0.0,1018.7
29.7,16.3,42.0,4.2,0.0,0.0,1018.3
31.7,16.2,34.7,3.6,0.0,0.0,1017.8
31.7,16.2,44.3,3.0,0.0,0.0,1017.3
31.7,16.2,56.1,2.8,0.0,1.0,1016.9
31.7,16.2,70.8,2.6,0.0,1.0,1016.5
31.7,16.2,71.2,3.0,0.0,1.0,1016.5
31.7,16.2,71.2,3.7,0.0,1.0,1016.5
31.7,16.2,70.7,4.3,0.0,0.0,1016.5
31.7,16.2,60.0,4.5,0.0,0.0,1016.8
31.7,16.2,51.0,4.8,0.0,0.0,1017.2
31.7,16.2,43.8,5.0,0.0,0.0,1017.6
31.7,16.2,46.8,5.3,0.0,0.0,1017.5
31.7,16.2,50.1,5.6,0.0,0.0,1017.4
31.7,16.2,53.5,5.9,0.0,0.0,1017.3
31.7,16.2,53.5,5.9,0.0,0.0,1016.7
31.7,16.2,53.3,5.4,0.0,0.0,1016.2
31.7,16.2,53.0,5.0,0.0,0.0,1015.6
31.7,16.2,55.9,4.9,0.0,0.0,1016.0
31.7,16.2,58.9,4.5,0.0,0.0,1016.4
31.7,15.8,61.7,4.2,0.0,0.0,1017.0
31.7,15.7,59.4,3.9,0.0,0.0,1017.5
31.7,15.7,57.0,3.6,0.0,0.0,1018.1
31.7,15.7,54.4,3.4,0.0,0.0,1018.6
31.7,15.7,56.3,3.4,0.0,0.0,1018.1
31.7,15.7,58.3,3.2,0.0,0.0,1017.7
31.7,15.7,60.4,3.1,0.0,0.0,1017.2
30.7,15.7,62.7,2.9,0.0,0.0,1016.7
29.7,15.8,65.1,2.8,0.0,0.0,1016.2
28.8,15.8,67.6,2.7,0.0,0.0,1015.6
27.9,15.8,59.5,3.1,0.0,0.0,1015.8
27.9,15.8,52.1,3.6,0.0,0.0,1016.0
27.9,15.8,45.6,4.2,0.0,0.0,1016.1
27.9,15.8,40.0,4.8,0.0,0.0,1016.1
27.9,15.8,34.8,5.3,0.0,0.0,1016.4
27.9,15.8,30.2,5.9,0.0,0.0,1016.6
27.9,15.8,33.6,5.9,0.0,0.0,1016.3
27.9,15.8,37.4,5.6,0.0,0.0,1016.0
27.9,15.8,41.6,5.3,0.0,0.0,1015.7
27.9,15.8,46.3,4.9,0.0,0.0,1015.4
27.9,15.8,51.5,4.6,0.0,0.0,1015.1
27.9,15.8,57.4,4.3,0.0,0.0,1014.7
27.9,15.8,56.1,4.3,0.0,0.0,1015.0
27.9,15.8,54.8,4.6,0.0,0.0,1015.3
27.8,15.8,53.3,4.9,0.0,0.0,1015.6
27.8,15.9,52.0,5.2,0.0,0.0,1016.0
27.8,15.9,50.8,5.5,0.0,0.0,1016.3
27.8,15.9,49.6,5.8,0.0,0.0,1016.6
27.8,15.9,51.8,5.8,0.0,0.0,1015.9
27.8,15.9,54.1,5.1,0.0,0.0,1015.1
27.8,15.9,56.5,4.4,0.0,1.0,1014.4
27.8,15.9,59.0,3.7,0.0,1.0,1013.6
28.0,15.9,61.4,3.0,0.0,1.0,1012.9
28.8,15.8,63.7,2.3,0.0,1.0,1012.1
28.8,15.8,61.3,2.2,0.0,1.0,1012.1
28.8,15.8,58.8,2.3,0.0,1.0,1012.2
24.5,14.1,67.5,6.0,0.0,0.0,1015.4
24.5,14.1,62.2,4.5,0.0,0.0,1015.2
24.5,14.1,58.1,3.7,0.0,0.0,1015.2
24.5,14.1,54.0,3.2,0.0,4.0,1015.9
24.5,14.1,54.5,4.2,0.0,4.0,1016.3
24.5,14.1,48.8,4.2,0.0,1.0,1016.4
24.5,14.1,44.2,4.5,0.0,0.0,1016.4
24.5,14.1,51.4,4.9,0.0,0.0,1016.2
24.5,14.1,51.1,4.9,0.0,0.0,1015.7
24.5,14.1,52.0,5.0,0.0,0.0,1015.2
24.5,14.1,49.5,5.4,0.0,0.0,1014.8
24.5,14.3,49.5,5.8,0.0,0.0,1014.5
24.5,14.5,49.5,6.2,0.0,0.0,1014.8
24.5,14.6,48.2,6.4,0.0,0.0,1015.4
24.4,15.2,48.9,6.5,0.0,0.0,1016.1
24.4,16.2,51.4,6.5,0.0,0.0,1016.8
25.1,16.2,50.0,6.5,0.0,0.0,1017.4
26.1,16.2,49.2,6.5,0.0,1.0,1017.9
26.1,16.2,58.3,6.5,0.0,2.0,1018.1
26.1,16.2,64.1,6.5,0.0,1.0,1017.9
26.1,16.2,63.7,6.4,0.0,1.0,1017.1
26.1,16.2,63.5,5.8,0.0,0.0,1016.4
26.1,16.2,58.3,6.8,0.0,0.0,1015.3
26.1,16.2,62.6,8.8,0.0,0.0,1014.8
26.1,16.2,64.5,9.2,0.0,0.0,1015.0
26.1,16.2,65.5,9.2,0.0,1.0,1014.8
26.1,16.2,69.0,8.0,0.0,1.0,1014.9
26.1,16.2,60.0,8.1,0.0,0.0,1015.3
26.1,16.2,52.7,9.1,0.0,0.0,1015.4
26.1,16.2,47.8,12.0,0.0,0.0,1015.4
26.1,16.2,48.5,12.0,0.0,0.0,1015.1
26.1,16.2,44.0,11.9,0.0,0.0,1014.7
26.1,16.2,44.9,10.5,0.0,0.0,1013.8
26.1,16.2,43.9,10.4,0.0,0.0,1012.8
26.1,16.2,44.0,9.7,0.0,0.0,1012.1
26.1,16.2,44.4,11.4,0.0,0.0,1011.6
26.1,16.2,44.8,12.9,0.0,0.0,1011.5
26.0,16.2,44.3,12.9,0.0,1.0,1013.4
26.0,17.2,56.5,11.7,0.0,3.0,1015.0
26.0,17.6,65.6,9.6,0.0,4.0,1016.9
26.0,17.6,72.3,9.3,0.0,5.0,1018.4
26.0,17.6,75.3,9.3,0.0,5.0,1018.4
24.8,17.6,78.2,8.4,0.0,5.0,1018.4
24.4,17.6,81.0,7.5,0.0,5.0,1018.4
24.3,17.6,85.2,7.5,0.22,6.0,1018.3
24.3,17.3,89.9,8.5,0.44,7.0,1018.2
24.3,16.2,93.4,9.8,0.65,8.0,1018.1
23.1,15.6,97.5,9.8,1.2,8.0,1018.5
21.6,14.9,99.4,9.5,1.74,8.0,1018.9
20.4,14.2,100.0,9.3,2.27,8.0,1019.3
20.4,13.8,100.0,9.4,3.45,8.0,1020.0
20.4,13.5,100.0,9.7,4.63,8.0,1020.7
20.5,13.2,99.2,10.0,5.81,8.0,1021.5
20.5,13.2,99.5,10.0,7.11,8.0,1021.5
20.5,13.1,99.7,9.5,8.42,8.0,1021.4
20.5,13.1,99.9,8.9,9.71,8.0,1021.4
20.5,12.9,99.8,8.4,10.43,8.0,1021.0
20.5,12.7,99.7,7.6,11.14,8.0,1020.7
20.5,12.6,100.0,6.8,11.85,8.0,1020.3
20.5,12.6,99.7,6.0,12.27,8.0,1020.4
20.5,12.6,99.7,5.8,12.68,8.0,1020.5
20.5,12.6,99.3,5.6,13.09,8.0,1020.7
20.5,12.6,99.2,5.4,13.38,8.0,1021.3
20.5,12.6,94.8,5.2,13.67,8.0,1021.8
20.5,12.6,94.6,5.0,13.97,8.0,1022.4
20.5,12.6,92.4,4.7,14.28,8.0,1021.9
20.5,12.6,89.6,4.4,14.59,8.0,1021.4
20.5,12.6,86.9,4.4,14.92,8.0,1020.9
19.2,12.7,88.4,4.4,14.92,8.0,1020.3
17.9,12.7,89.9,4.2,14.93,8.0,1019.6
16.7,12.8,91.4,4.2,14.95,8.0,1018.9
16.0,12.8,92.6,4.8,14.52,8.0,1019.1
16.0,12.8,91.0,5.6,14.1,8.0,1019.2
16.0,12.8,97.2,6.3,13.68,8.0,1019.3
16.0,12.8,97.8,6.6,12.6,8.0,1019.4
16.0,12.8,98.1,7.0,11.53,8.0,1019.7
16.0,12.8,98.3,7.1,10.45,8.0,1019.9
16.0,12.8,98.6,7.1,9.15,8.0,1019.7
16.0,12.8,98.8,6.9,7.84,8.0,1019.4
16.0,12.8,95.0,6.7,6.55,8.0,1019.2
16.0,12.8,99.1,6.4,5.83,8.0,1018.6
16.0,12.8,99.3,5.6,5.11,8.0,1018.1
16.0,12.8,99.7,4.5,4.41,8.0,1017.5
16.0,12.8,97.8,3.8,3.99,7.0,1017.7
16.0,12.8,96.8,4.1,3.58,6.0,1017.9
16.0,12.9,95.7,4.4,3.17,5.0,1018.1
16.5,13.3,91.2,4.4,2.88,4.0,1018.7
17.8,13.4,87.1,4.1,2.59,3.0,1019.3
19.2,13.6,83.3,3.8,2.29,3.0,1019.9
20.2,14.1,82.7,4.0,1.98,2.0,1019.4
21.2,14.1,82.2,4.4,1.67,2.0,1019.0
22.2,14.0,81.8,4.8,1.34,1.0,1018.5
22.2,14.0,82.6,4.8,1.12,2.0,1017.8
22.2,14.0,83.4,4.3,0.89,3.0,1017.1
22.2,14.0,84.2,3.9,0.66,3.0,1016.4
22.2,14.0,85.0,3.6,0.54,3.0,1016.5
22.2,14.0,85.7,2.6,0.43,2.0,1016.7
22.2,14.0,86.3,2.2,0.31,2.0,1016.9
22.2,14.1,83.1,2.2,0.2,1.0,1017.0
22.2,14.2,79.2,2.4,0.1,1.0,1017.2
22.2,14.3,75.2,2.7,0.0,0.0,1017.5
22.2,14.4,70.8,2.8,0.0,0.0,1017.5
22.2,14.4,66.6,2.9,0.0,0.0,1017.5
22.2,14.4,62.5,3.0,0.0,0.0,1017.4
22.2,14.4,61.5,3.1,0.0,0.0,1017.0
22.2,14.4,60.6,3.3,0.0,0.0,1016.6
22.2,14.4,59.6,3.4,0.0,0.0,1016.3
22.2,14.4,59.3,3.7,0.0,0.0,1016.5
22.2,14.4,59.0,3.9,0.0,0.0,1016.7
22.1,14.5,58.2,4.3,0.0,0.0,1017.1
22.1,15.9,59.0,4.4,0.0,0.0,1017.7
22.4,16.6,59.1,4.5,0.0,0.0,1018.3
25.1,16.6,58.7,4.7,0.0,1.0,1018.9
26.4,16.5,54.4,4.7,0.0,1.0,1018.5
27.8,16.4,50.5,4.0,0.0,1.0,1018.1
29.2,16.3,46.8,3.4,0.0,2.0,1017.7
29.2,16.3,52.6,2.8,0.0,2.0,1017.2
29.2,16.3,59.1,2.5,0.0,1.0,1016.7
29.2,16.3,66.4,2.4,0.0,1.0,1016.2
29.2,16.3,64.7,2.9,0.0,1.0,1016.2
29.2,16.3,62.1,3.4,0.0,2.0,1016.3
29.2,16.3,58.5,4.0,0.0,2.0,1016.3
29.2,16.3,54.0,4.3,0.0,1.0,1016.5
29.2,16.3,50.2,4.6,0.0,1.0,1016.9
29.2,16.3,47.5,5.0,0.0,0.0,1017.3
29.2,16.3,49.1,5.4,0.0,0.0,1017.2
29.2,16.3,50.7,5.9,0.0,0.0,1017.1
29.2,16.3,52.6,6.3,0.0,0.0,1016.9
29.2,16.3,49.7,6.3,0.0,0.0,1016.3
29.2,16.3,46.3,5.7,0.0,0.0,1015.7
29.2,16.3,42.5,5.0,0.0,0.0,1015.1
29.2,16.3,42.0,4.6,0.0,0.0,1015.6
29.2,16.2,42.1,4.1,0.0,1.0,1016.2
29.2,15.8,42.5,3.5,0.0,1.0,1016.9
29.2,15.7,46.4,2.9,0.0,1.0,1017.4
29.2,15.7,49.0,2.6,0.0,1.0,1017.9
29.2,15.7,50.5,2.8,0.0,1.0,1018.4
29.2,15.7,52.1,2.8,0.0,0.0,1017.9
29.2,15.7,53.7,2.7,0.0,0.0,1017.5
29.2,15.7,55.3,2.5,0.0,0.0,1017.0
28.7,15.7,57.1,2.4,0.0,0.0,1016.5
28.3,15.7,58.9,2.4,0.0,0.0,1015.9
27.8,15.8,60.9,2.4,0.0,0.0,1015.4
27.3,15.8,55.5,2.7,0.0,0.0,1015.6
27.3,15.8,50.4,3.3,0.0,0.0,1015.8
27.3,15.8,45.8,3.8,0.0,0.0,1016.0
27.3,15.8,41.7,4.2,0.0,0.0,1016.1
27.3,15.8,37.6,4.5,0.0,0.0,1016.4
27.3,15.8,33.8,4.8,0.0,0.0,1016.6
27.3,15.8,35.7,4.8,0.0,0.0,1016.3
27.3,15.8,37.7,4.7,0.0,0.0,1016.0
27.3,15.8,39.8,4.6,0.0,0.0,1015.7
27.3,15.8,42.0,4.5,0.0,0.0,1015.4
27.3,15.8,44.3,4.3,0.0,0.0,1015.0
27.3,15.8,46.8,4.2,0.0,0.0,1014.7
27.3,15.8,46.5,4.0,0.0,0.0,1015.0
27.3,15.8,46.4,4.0,0.0,0.0,1015.2
27.3,15.8,46.0,4.0,0.0,1.0,1015.6
27.3,15.9,45.9,4.1,0.0,1.0,1015.9
27.3,15.9,45.9,4.1,0.0,1.0,1016.2
27.3,15.9,46.0,4.2,0.0,1.0,1016.5
27.3,15.9,47.7,4.2,0.0,1.0,1015.8
27.3,15.9,49.4,3.9,0.0,1.0,1015.0
27.3,15.9,51.1,3.6,0.0,1.0,1014.3
27.3,15.9,52.8,3.2,0.0,1.0,1013.5
27.5,15.9,54.6,2.8,0.0,1.0,1012.6
28.3,15.9,56.4,2.3,0.0,1.0,1011.8
28.3,15.9,54.6,2.4,0.0,1.0,1011.9
28.3,15.9,52.8,2.6,0.0,1.0,1011.9
24.1,14.5,82.3,3.5,0.0,0.0,1015.3
24.1,14.5,82.9,1.8,0.0,0.0,1015.1
24.1,14.5,77.2,1.6,0.0,0.0,1015.2
24.1,14.5,70.0,1.6,0.0,4.0,1015.8
24.1,14.5,66.0,2.3,0.0,4.0,1016.2
24.1,14.5,59.2,2.6,0.0,1.0,1016.4
24.1,14.5,53.8,3.4,0.0,0.0,1016.3
24.1,14.5,58.3,4.4,0.0,0.0,1016.1
24.1,14.5,57.3,4.4,0.0,0.0,1015.7
24.1,14.5,58.9,4.5,0.0,0.0,1015.2
24.1,14.5,59.3,4.9,0.0,0.0,1014.8
24.1,14.6,60.3,5.3,0.0,0.0,1014.5
24.1,14.6,62.3,5.9,0.0,0.0,1014.8
24.0,14.6,63.0,6.1,0.0,0.0,1015.4
24.0,15.2,62.1,6.1,0.0,0.0,1016.1
24.0,16.0,60.8,6.2,0.0,0.0,1016.8
25.5,16.0,58.0,6.2,0.0,0.0,1017.4
25.5,15.9,62.8,5.1,0.0,1.0,1017.9
25.6,15.9,72.8,5.6,0.0,2.0,1018.2
25.6,15.9,77.7,5.7,0.0,1.0,1017.9
25.6,15.9,78.4,5.7,0.0,1.0,1017.0
25.6,15.9,77.1,5.1,0.0,1.0,1016.4
25.6,15.9,71.4,6.4,0.0,1.0,1015.2
25.6,15.9,74.6,8.2,0.0,0.0,1014.8
25.6,15.9,77.9,8.2,0.0,0.0,1014.9
25.6,15.9,84.6,6.3,0.0,1.0,1014.9
25.6,15.9,83.6,5.7,0.0,2.0,1014.9
25.6,15.9,72.4,7.2,0.0,0.0,1015.2
25.6,15.9,66.5,8.3,0.0,0.0,1015.3
25.6,15.9,57.9,10.9,0.0,0.0,1015.3
25.6,15.9,54.2,10.9,0.0,0.0,1015.1
25.6,15.9,51.2,10.7,0.0,0.0,1014.6
25.6,15.9,52.2,9.6,0.0,0.0,1013.8
25.6,15.9,52.8,9.5,0.0,0.0,1012.8
25.6,15.9,52.6,8.8,0.0,0.0,1012.1
25.6,15.9,51.7,10.4,0.0,0.0,1011.6
25.6,15.9,49.7,11.8,0.0,0.0,1011.5
25.5,16.1,54.1,11.8,0.0,1.0,1013.5
25.5,17.1,68.0,10.1,0.0,3.0,1015.2
25.5,17.1,75.6,6.6,0.0,5.0,1017.1
25.5,17.1,78.9,8.0,0.0,6.0,1018.5
25.5,17.2,78.3,8.0,0.0,6.0,1018.5
23.9,17.2,77.8,7.1,0.0,6.0,1018.5
23.9,17.2,77.3,6.3,0.0,6.0,1018.5
23.9,17.2,82.6,7.0,0.23,6.0,1018.4
23.9,17.2,88.5,8.1,0.45,7.0,1018.3
23.9,16.8,95.9,9.1,0.68,8.0,1018.2
22.8,16.3,97.9,9.1,1.22,8.0,1018.6
21.5,15.7,99.9,8.9,1.76,8.0,1019.0
21.5,15.0,100.0,8.6,2.3,8.0,1019.4
21.5,14.6,100.0,8.6,3.63,8.0,1020.0
21.5,14.2,100.0,8.9,4.96,8.0,1020.8
21.6,13.9,99.6,9.1,6.29,8.0,1021.5
21.6,13.9,99.8,9.1,7.72,8.0,1021.5
21.6,13.9,99.9,8.6,9.15,8.0,1021.4
21.6,13.8,100.0,8.1,10.58,8.0,1021.4
21.6,13.7,99.8,7.6,11.35,8.0,1021.0
21.6,13.6,99.5,7.0,12.11,8.0,1020.7
21.6,13.4,99.3,6.3,12.88,8.0,1020.3
21.6,13.4,99.4,5.6,13.29,8.0,1020.4
21.6,13.4,99.5,5.4,13.7,8.0,1020.5
21.6,13.4,100.0,5.3,14.11,8.0,1020.7
21.6,13.4,98.8,5.1,14.38,8.0,1021.3
21.6,13.4,96.3,4.9,14.66,8.0,1021.8
21.6,13.4,94.6,4.7,14.94,8.0,1022.4
21.6,13.4,91.2,4.4,15.25,8.0,1021.9
21.6,13.4,87.9,4.2,15.56,8.0,1021.4
21.6,13.5,84.9,4.1,15.88,8.0,1020.9
20.1,13.5,86.2,4.1,15.86,8.0,1020.2
18.7,13.6,87.6,4.0,15.84,8.0,1019.6
17.3,13.6,89.1,3.9,15.82,8.0,1018.9
17.1,13.6,90.7,4.6,15.27,8.0,1019.0
17.1,13.6,93.3,5.2,14.73,8.0,1019.1
17.1,13.6,96.5,5.4,14.19,8.0,1019.2
17.1,13.6,97.5,5.6,12.86,8.0,1019.4
17.1,13.6,98.1,5.7,11.53,8.0,1019.7
17.1,13.6,98.8,5.8,10.2,8.0,1019.9
17.1,13.6,98.8,5.8,8.77,8.0,1019.7
17.1,13.6,98.9,5.8,7.34,8.0,1019.4
17.1,13.6,99.0,5.7,5.91,8.0,1019.2
17.1,13.6,99.9,5.6,5.14,8.0,1018.6
17.1,13.6,100.0,4.6,4.38,8.0,1018.0
17.1,13.6,99.1,3.5,3.61,8.0,1017.5
17.1,13.7,99.6,2.8,3.2,7.0,1017.7
17.1,13.7,98.1,3.3,2.79,5.0,1017.8
17.1,13.8,97.1,3.7,2.39,4.0,1018.1
17.1,14.2,92.2,3.7,2.11,4.0,1018.7
18.4,14.4,87.8,3.1,1.83,3.0,1019.3
19.8,14.6,83.7,2.6,1.55,2.0,1019.8
20.9,15.1,82.0,2.6,1.24,2.0,1019.4
22.0,15.0,80.5,3.3,0.93,2.0,1018.9
23.0,15.0,79.1,3.9,0.61,1.0,1018.5
23.0,14.9,81.2,3.9,0.41,2.0,1017.8
23.0,14.9,83.4,3.4,0.2,3.0,1017.1
23.0,14.9,85.5,2.9,0.0,4.0,1016.3
23.0,14.9,88.2,2.8,0.0,3.0,1016.5
23.0,14.9,91.0,2.4,0.0,3.0,1016.7
23.0,14.9,94.0,2.0,0.0,2.0,1016.8
23.0,14.9,92.5,2.2,0.0,1.0,1016.9
23.0,14.9,90.4,2.4,0.0,1.0,1017.2
23.0,14.9,88.3,2.7,0.0,0.0,1017.5
23.0,14.9,84.3,2.8,0.0,0.0,1017.5
23.0,14.9,80.4,2.9,0.0,0.0,1017.4
23.0,14.9,76.5,2.9,0.0,0.0,1017.4
23.0,14.9,77.1,2.9,0.0,0.0,1017.0
23.0,14.9,77.6,3.0,0.0,0.0,1016.6
23.0,14.9,78.1,3.0,0.0,0.0,1016.2
23.0,14.9,78.4,3.4,0.0,0.0,1016.5
23.0,14.9,78.6,3.8,0.0,0.0,1016.7
22.9,14.9,78.3,4.2,0.0,0.0,1017.1
22.9,16.3,75.7,4.2,0.0,0.0,1017.7
22.9,16.3,73.2,4.3,0.0,0.0,1018.3
24.8,16.3,70.6,4.3,0.0,0.0,1018.9
26.1,16.2,67.9,3.9,0.0,1.0,1018.5
27.3,16.1,65.3,3.3,0.0,1.0,1018.1
28.6,16.1,62.9,2.7,0.0,1.0,1017.7
28.6,16.0,67.3,2.2,0.0,1.0,1017.2
28.6,16.0,72.1,2.1,0.0,1.0,1016.7
28.6,16.0,77.3,1.9,0.0,1.0,1016.1
28.6,16.0,78.5,2.5,0.0,2.0,1016.2
28.6,16.0,79.2,3.1,0.0,2.0,1016.2
28.6,16.0,79.5,3.6,0.0,3.0,1016.3
28.6,16.0,71.3,3.9,0.0,2.0,1016.5
28.6,16.0,63.6,4.1,0.0,1.0,1016.9
28.6,16.0,56.8,4.3,0.0,0.0,1017.3
28.6,16.0,55.7,4.7,0.0,0.0,1017.2
28.6,16.0,54.8,5.1,0.0,0.0,1017.0
28.6,16.0,54.0,5.5,0.0,0.0,1016.9
28.6,16.0,54.8,5.5,0.0,0.0,1016.3
28.6,16.0,55.7,5.2,0.0,0.0,1015.7
28.6,16.0,56.5,4.7,0.0,0.0,1015.0
28.6,16.0,58.8,4.2,0.0,0.0,1015.6
28.6,16.0,61.5,3.7,0.0,1.0,1016.2
28.6,15.4,64.1,3.0,0.0,1.0,1017.0
28.6,15.3,63.6,2.2,0.0,1.0,1017.5
28.6,15.3,62.8,2.2,0.0,1.0,1017.9
28.6,15.3,61.7,2.1,0.0,1.0,1018.4
28.6,15.3,64.3,2.1,0.0,0.0,1017.9
28.6,15.3,66.8,2.1,0.0,0.0,1017.5
28.6,15.3,69.5,2.2,0.0,0.0,1017.0
28.2,15.3,72.2,2.2,0.0,0.0,1016.4
